city,level,population,households,school,college,hospital,doctors,clinic,dentist,restaurant,fast_food,supermarket,convenience,park,platform,station
利根町,7,15409,7103,5,0,0,0,0,0,5,2,1,2,29,1,0
宇都宮市,7,517497,242360,129,8,87,11,34,32,302,83,90,224,597,1559,9
足利市,7,142510,67565,44,0,11,14,2,15,101,32,28,57,94,415,10
栃木市,7,155669,66562,54,0,6,6,34,9,80,13,33,62,105,699,12
佐野市,7,115088,52573,46,1,9,6,6,4,67,7,13,33,89,356,9
鹿沼市,7,94606,40388,44,1,9,2,1,2,43,7,23,35,55,663,6
日光市,7,77546,36404,42,0,10,1,2,3,161,13,21,41,42,793,28
小山市,7,167277,75525,47,1,7,1,10,9,87,11,38,76,82,511,3
真岡市,7,79391,32726,30,0,6,2,6,2,21,6,18,19,58,183,6
大田原市,7,69455,29729,37,0,8,2,0,0,16,6,11,23,20,415,1
矢板市,7,30946,13292,15,0,4,5,3,2,22,3,5,16,4,51,2
那須塩原市,7,116733,52199,41,1,25,2,1,20,230,12,31,58,105,420,4
さくら市,7,43984,18150,13,0,8,0,20,7,42,6,10,24,15,83,2
那須烏山市,7,24601,10378,7,0,5,2,0,0,9,2,2,8,8,80,5
下野市,7,60140,25306,23,0,17,2,15,16,66,11,18,31,64,51,3
上三川町,7,30886,12334,9,0,3,0,0,0,13,2,5,11,16,68,0
益子町,7,21876,8820,9,0,1,2,0,0,2,0,2,7,2,53,2
茂木町,7,11977,4969,8,0,1,0,0,0,2,0,3,3,1,18,2
市貝町,7,11397,4538,5,0,1,2,0,1,1,0,1,3,6,56,3
芳賀町,7,15549,5852,4,0,1,0,1,5,0,0,2,4,12,91,0
壬生町,7,38600,16347,13,0,1,0,2,0,24,5,7,18,17,51,4
野木町,7,25164,10959,7,0,2,0,1,3,16,3,2,10,27,2,1
塩谷町,7,10322,4032,7,0,0,0,1,0,7,0,1,4,9,94,0
高根沢町,7,29074,12723,11,0,3,1,1,1,3,2,4,14,11,4,3
那須町,7,24281,10640,28,0,3,5,1,6,176,1,12,10,33,210,3
那珂川町,7,14865,5943,5,0,2,0,0,1,5,0,1,8,15,101,0
前橋市,7,331771,153544,150,10,33,7,19,16,174,53,48,129,377,312,19
高崎市,7,369314,170141,157,12,38,28,25,30,156,45,40,124,291,309,17
桐生市,7,104647,49438,65,0,15,5,2,4,110,21,15,41,37,23,13
伊勢崎市,7,212128,93918,64,2,19,5,12,3,94,40,32,98,229,83,5
太田市,7,222403,99704,80,0,17,5,11,5,75,17,20,85,192,161,9
沼田市,7,45305,20638,35,0,5,0,1,0,16,10,12,46,32,2,2
館林市,7,74427,34094,21,1,9,5,6,18,135,16,12,39,42,299,5
渋川市,7,73968,32644,48,0,12,0,0,0,27,10,9,24,30,22,8
藤岡市,7,62884,27773,28,1,7,3,2,1,26,9,11,37,38,24,2
富岡市,7,46427,20507,29,0,3,3,2,2,12,6,6,20,8,4,8
安中市,7,55245,24817,24,0,5,3,0,0,15,8,6,13,45,76,6
みどり市,7,49423,21264,19,0,3,0,6,3,43,14,13,25,19,7,10
榛東村,7,14610,6163,6,0,0,0,0,0,1,0,1,5,9,6,0
吉岡町,7,22371,8766,5,0,1,2,1,1,4,5,4,8,13,9,0
上野村,7,1075,557,2,0,0,0,0,0,3,0,0,0,1,0,0
神流町,7,1641,910,3,0,0,0,0,0,0,0,0,0,0,0,0
下仁田町,7,6549,3195,11,0,1,0,0,0,14,1,3,6,7,0,1
甘楽町,7,12601,5081,9,0,0,0,0,0,1,0,1,3,8,1,2
中之条町,7,14938,6688,16,0,4,2,0,0,15,3,1,5,17,6,2
長野原町,7,5326,2545,9,0,2,1,0,0,13,0,1,5,6,18,5
嬬恋村,7,9174,3925,9,0,0,1,1,0,13,0,3,4,2,6,3
草津町,7,6082,3429,2,0,2,0,1,1,20,4,2,9,4,19,0
東吾妻町,7,12661,5489,18,0,0,0,0,0,5,2,2,5,4,3,5
片品村,7,4088,1700,5,0,0,1,0,0,13,0,0,3,2,10,0
川場村,7,3105,1120,2,0,1,0,0,0,9,1,0,0,5,0,0
みなかみ町,7,17602,7935,19,0,2,0,1,1,13,10,3,13,10,10,6
玉村町,7,35980,16080,14,1,2,3,7,6,15,6,5,16,31,0,0
板倉町,7,13880,5875,6,0,0,0,0,0,2,0,1,2,10,129,1
千代田町,7,11021,4617,3,0,0,0,1,0,8,1,0,4,7,69,0
大泉町,7,41729,20137,12,0,1,1,0,0,6,6,8,14,29,33,3
邑楽町,7,25810,10663,8,0,3,0,0,0,5,3,4,12,25,46,2
さいたま市,7,1339333,631465,248,36,46,326,119,285,737,271,171,516,653,1659,39
川越市,7,353183,165838,87,0,38,15,3,13,211,84,46,128,269,426,13
熊谷市,7,193132,89090,54,1,16,6,6,1,77,20,17,51,96,325,8
川口市,7,604715,298203,89,4,19,26,17,16,127,66,80,161,260,809,9
行田市,7,78741,35632,29,0,3,7,2,13,75,15,14,25,30,120,5
秩父市,7,59244,26297,31,0,8,0,1,1,40,10,11,15,8,78,11
所沢市,7,344070,167329,59,1,33,16,22,21,175,80,46,116,98,118,11
飯能市,7,78445,36065,30,0,10,15,0,5,60,15,11,46,53,167,7
加須市,7,112179,49499,36,0,8,5,4,8,70,10,9,49,50,176,5
本庄市,7,77526,35821,35,3,16,0,0,1,43,17,11,32,88,100,3
東松山市,7,90651,42332,22,0,8,11,9,18,94,43,18,43,75,136,2
春日部市,7,231726,110693,48,2,30,3,3,7,63,55,30,83,134,284,8
狭山市,7,149360,71434,41,1,17,16,1,14,89,33,14,57,85,66,4
羽生市,7,53951,24082,20,1,10,5,7,4,54,12,14,29,38,19,4
鴻巣市,7,117798,52118,34,0,5,3,0,4,27,4,9,37,44,109,3
深谷市,7,141681,62037,48,1,14,0,1,2,50,17,14,46,95,44,7
上尾市,7,230229,106497,42,2,5,33,2,20,59,41,27,65,141,310,4
草加市,7,250966,123178,38,0,5,14,10,15,61,30,28,82,81,393,4
越谷市,7,343866,160382,67,1,21,5,6,2,93,56,49,111,137,517,8
蕨市,7,75282,40389,14,0,3,3,0,0,4,13,9,23,51,41,1
戸田市,7,141887,68332,21,0,18,1,0,3,34,27,15,37,71,87,3
入間市,7,145718,67625,46,3,11,11,5,9,107,34,19,54,77,104,6
朝霞市,7,144062,69031,18,0,4,0,5,7,35,28,20,38,38,128,3
志木市,7,76416,36080,19,0,4,6,5,4,25,12,10,18,37,100,1
和光市,7,83962,42950,18,2,3,4,2,4,25,20,11,27,35,45,2
新座市,7,165730,78153,37,2,7,14,1,7,49,38,23,43,129,39,2
桶川市,7,74680,33729,12,0,2,5,1,9,33,9,7,16,26,126,1
久喜市,7,150987,68201,46,0,9,2,3,2,25,6,17,57,49,239,5
北本市,7,65751,30308,13,0,3,5,1,2,32,9,8,11,21,90,1
八潮市,7,92365,45134,19,0,4,0,0,0,11,3,5,31,22,176,1
富士見市,7,112839,54432,25,0,9,22,2,14,71,24,25,43,89,109,3
三郷市,7,142410,67115,35,0,12,2,15,5,48,20,13,58,45,509,3
蓮田市,7,61211,27954,15,0,4,7,3,8,24,7,4,21,32,156,1
坂戸市,7,99763,47507,25,1,7,14,0,11,63,19,15,32,52,82,4
幸手市,7,49404,23087,17,0,5,0,0,0,5,5,8,13,18,49,1
鶴ヶ島市,7,70190,33081,15,0,2,35,1,5,88,15,21,34,80,118,1
日高市,7,54615,24653,14,1,2,3,2,4,32,10,7,36,44,49,4
吉川市,7,73001,31618,12,0,4,0,0,0,4,4,5,17,22,234,2
ふじみ野市,7,114156,53945,26,1,5,8,4,4,95,20,14,28,39,155,1
白岡市,7,52748,22738,14,0,3,6,3,7,22,6,7,19,23,31,2
伊奈町,7,45221,19439,23,1,6,3,5,6,67,7,6,20,44,164,5
三芳町,7,37738,16890,13,0,3,2,0,1,12,2,5,15,10,74,0
毛呂山町,7,32616,16100,10,0,2,6,0,2,42,5,8,17,23,29,4
越生町,7,11074,5096,6,0,5,0,0,0,26,0,2,5,10,57,4
滑川町,7,19711,8235,6,0,2,1,1,2,5,2,2,10,13,16,3
嵐山町,7,17596,8283,7,0,2,0,0,0,3,2,2,2,14,24,1
小川町,7,28244,13042,15,0,5,0,0,0,7,2,4,17,34,93,4
川島町,7,19188,8193,12,0,2,0,0,0,24,5,3,10,6,71,0
吉見町,7,18117,7874,7,1,1,1,0,0,5,0,1,5,2,38,0
鳩山町,7,13158,6074,3,1,2,0,0,0,4,0,2,4,42,49,0
ときがわ町,7,10589,4739,8,0,0,0,0,0,9,0,2,4,2,99,1
横瀬町,7,7835,3336,2,0,0,0,0,0,9,2,1,1,10,46,2
皆野町,7,9236,3995,7,0,2,0,0,0,9,2,2,5,0,2,2
長瀞町,7,6660,2897,3,0,0,0,0,0,14,6,2,5,2,0,4
小鹿野町,7,10622,4553,10,0,1,0,0,0,2,0,0,2,1,12,0
東秩父村,7,2548,1053,4,0,0,0,0,0,4,0,0,0,0,60,0
神川町,7,13122,5881,5,0,0,0,0,0,3,0,2,7,10,40,1
上里町,7,30554,13282,8,1,0,0,2,0,8,2,7,13,19,31,1
寄居町,7,32237,14886,11,0,3,0,0,0,7,1,5,17,15,45,9
宮代町,7,33514,15438,11,1,0,7,0,4,31,2,6,11,17,21,6
杉戸町,7,44168,19896,13,0,2,0,0,0,8,4,1,10,9,72,1
松伏町,7,28398,12263,6,0,2,0,0,1,4,1,3,12,22,116,0
千葉市,7,977016,480237,261,9,116,80,48,81,400,198,104,335,1180,518,50
銚子市,7,56373,26866,27,0,5,1,1,5,48,14,7,28,51,184,14
市川市,7,491577,252997,97,4,23,27,7,21,138,64,54,142,218,295,16
船橋市,7,647037,315830,124,1,29,24,38,50,360,186,76,235,501,287,33
館山市,7,44677,23270,23,1,5,5,3,2,83,8,10,36,40,321,3
木更津市,7,136303,65004,41,2,22,9,6,15,158,29,16,67,147,250,6
松戸市,7,497120,247529,92,6,47,101,44,153,528,224,91,195,182,326,23
野田市,7,153661,71249,40,0,13,4,2,6,87,25,17,61,122,273,11
茂原市,7,87358,41621,27,0,8,3,0,6,37,14,7,21,87,9,3
成田市,7,130944,63748,61,2,10,6,10,7,216,45,18,88,92,711,14
佐倉市,7,171460,81053,58,2,6,6,1,5,49,30,15,41,74,28,12
東金市,7,57268,27567,20,2,5,2,4,1,46,12,12,33,28,48,3
旭市,7,63379,26974,23,0,6,2,6,2,35,12,9,32,22,31,4
習志野市,7,174812,83135,44,1,10,5,4,6,43,37,18,62,82,115,7
柏市,7,433733,203482,99,1,23,31,8,35,241,65,70,151,360,378,10
勝浦市,7,16097,8315,14,0,1,0,0,0,5,0,2,8,3,8,4
市原市,7,270085,129776,89,1,19,4,0,5,36,19,14,58,269,38,21
流山市,7,208401,92305,48,1,11,15,17,25,144,36,44,68,328,126,11
八千代市,7,204717,95183,49,0,9,16,5,25,96,29,21,48,84,29,7
我孫子市,7,130964,61247,28,3,8,4,1,9,54,32,19,41,182,164,7
鴨川市,7,31277,16076,14,0,6,0,1,0,25,3,7,16,26,367,5
鎌ケ谷市,7,109564,51615,18,0,6,44,6,44,59,31,13,38,243,25,8
君津市,7,81176,39153,39,1,5,1,4,4,60,13,12,38,170,313,8
富津市,7,41773,19998,20,1,5,0,2,3,34,1,3,15,36,161,6
浦安市,7,169552,84002,51,0,7,10,0,8,78,41,15,54,72,391,11
四街道市,7,96226,43346,31,0,5,0,1,0,13,5,8,20,45,14,2
袖ケ浦市,7,65659,29090,16,0,1,35,0,0,10,4,2,26,56,53,4
八街市,7,67396,32583,17,0,4,0,3,2,32,9,11,33,4,33,2
印西市,7,109953,44773,42,0,4,1,0,2,21,15,10,30,52,25,5
白井市,7,62845,26733,20,1,2,0,3,0,21,5,10,19,90,8,2
富里市,7,49404,24208,13,0,4,0,1,3,55,8,5,30,18,163,0
南房総市,7,35593,17084,18,0,3,0,2,2,16,2,5,26,41,291,6
匝瑳市,7,34338,14725,19,0,4,0,4,1,11,6,3,17,8,7,2
香取市,7,71868,31226,42,1,6,14,2,6,73,15,12,42,30,282,6
山武市,7,49103,22689,21,0,2,0,3,1,45,5,6,17,13,67,3
いすみ市,7,35896,16954,17,0,3,0,0,0,4,2,2,9,3,14,11
大網白里市,7,48417,22254,16,0,0,1,4,3,9,2,7,22,30,10,2
酒々井町,7,20339,9915,6,0,2,1,1,2,15,7,3,11,21,9,4
栄町,7,19933,9230,12,0,1,0,0,0,5,0,2,7,6,48,1
神崎町,7,5761,2488,5,0,1,0,0,0,3,0,1,4,2,2,1
多古町,7,13813,6006,9,0,1,0,1,0,12,1,4,10,9,52,0
東庄町,7,13125,5287,6,0,1,0,0,0,2,0,1,3,10,3,2
九十九里町,7,14625,6995,5,0,1,0,0,1,5,0,2,5,2,30,0
芝山町,7,6905,3020,4,0,1,0,0,0,4,0,3,6,7,23,0
横芝光町,7,22697,9895,10,0,1,3,3,10,60,3,6,11,10,41,1
一宮町,7,12304,5631,5,0,1,0,1,0,1,0,0,5,0,4,2
睦沢町,7,6746,2820,3,0,0,0,0,0,0,0,2,2,1,2,0
長生村,7,13738,6133,4,0,0,0,0,0,0,0,0,1,2,2,1
白子町,7,10721,4999,4,0,0,0,0,0,0,0,0,5,0,0,0
長柄町,7,6444,2947,5,0,1,0,0,0,7,0,0,1,1,0,0
長南町,7,7433,3203,5,0,0,0,0,0,0,1,0,1,1,0,0
大多喜町,7,8365,3787,7,1,3,0,0,0,3,1,1,5,1,5,8
御宿町,7,7114,3678,5,0,0,0,0,0,0,0,1,2,0,1,1
鋸南町,7,6990,3463,4,0,2,0,1,0,18,1,1,6,2,33,2
千代田区,7,67911,38548,52,39,19,49,25,76,1074,275,39,245,44,307,51
中央区,7,174074,98723,25,0,7,31,11,29,664,83,36,182,98,281,32
港区,7,261615,149488,79,7,23,89,17,149,1439,281,67,341,134,548,46
新宿区,7,346279,223207,85,20,20,71,31,94,1299,284,86,342,128,392,43
文京区,7,229653,126436,90,25,11,63,21,79,562,108,49,129,89,230,20
台東区,7,207479,128550,55,14,7,79,31,128,1126,257,72,198,74,312,23
墨田区,7,279985,162280,53,1,19,34,4,44,338,102,49,143,121,269,16
江東区,7,532882,283280,98,1,18,37,15,40,284,135,54,250,244,600,34
品川区,7,404196,228925,72,9,20,37,11,28,334,118,71,222,197,311,34
目黒区,7,278635,157952,55,0,15,27,5,18,216,59,50,104,89,162,10
大田区,7,728425,401856,122,6,45,153,11,137,483,190,134,292,215,530,43
世田谷区,7,915439,491585,190,12,54,192,22,197,774,203,137,353,307,576,40
渋谷区,7,229412,140597,65,18,26,47,20,53,936,234,43,257,118,376,27
中野区,7,333593,209150,78,5,15,72,6,70,435,84,63,141,145,256,13
杉並区,7,570786,325953,128,8,31,168,32,198,843,192,97,232,334,568,19
豊島区,7,288704,181268,64,12,16,34,16,36,407,133,54,212,128,206,30
北区,7,353732,202565,93,3,2,41,55,53,335,98,76,147,205,217,20
荒川区,7,216814,119134,45,6,4,51,21,29,211,68,55,88,146,216,28
板橋区,7,568241,320619,102,5,11,23,39,31,221,100,106,209,324,263,20
練馬区,7,738914,385142,148,3,9,86,44,69,342,129,107,239,552,488,21
足立区,7,690114,365583,127,0,3,79,52,65,383,226,118,285,602,1030,28
葛飾区,7,464175,243962,95,5,7,102,25,70,328,147,87,181,349,430,12
江戸川区,7,688153,348547,119,6,20,58,21,66,271,128,109,246,391,536,11
八王子市,7,562145,279627,203,15,54,50,28,73,484,202,73,224,436,1167,23
立川市,7,185483,95713,53,4,13,9,2,13,133,69,26,100,134,315,13
武蔵野市,7,147964,78281,42,2,14,33,17,35,225,86,26,81,98,289,4
三鷹市,7,189916,96249,39,3,11,39,13,43,106,29,29,71,69,306,2
青梅市,7,130274,64640,33,0,16,16,33,36,126,58,26,62,144,437,13
昭島市,7,114259,56276,29,0,8,2,4,7,59,42,14,54,62,167,3
調布市,7,238505,122585,63,4,15,45,3,43,300,113,48,109,106,350,9
町田市,7,430831,205310,133,17,24,180,14,156,287,120,67,163,354,775,10
小金井市,7,124756,62753,50,1,5,9,4,18,76,46,15,49,65,111,3
小平市,7,196924,95738,68,5,9,8,0,4,66,27,24,72,83,211,7
日野市,7,187254,92594,59,1,6,26,2,22,110,45,21,56,118,262,12
東村山市,7,151814,75556,34,1,12,5,6,4,50,25,26,44,38,110,11
国分寺市,7,128238,63479,32,0,6,12,1,10,52,26,16,44,47,155,4
国立市,7,76168,39142,43,2,1,8,0,6,47,27,14,33,43,66,3
福生市,7,56201,30380,14,0,6,2,9,12,66,34,14,34,68,47,6
狛江市,7,82749,43227,17,0,2,16,1,13,38,11,8,29,75,102,2
東大和市,7,84870,40282,21,0,11,1,0,1,35,20,13,30,54,128,4
清瀬市,7,74702,36697,26,0,17,10,2,3,39,9,11,32,73,80,1
東久留米市,7,116839,56093,38,0,4,2,1,5,31,12,18,27,160,104,1
武蔵村山市,7,71296,32476,31,0,6,1,2,0,24,26,11,28,27,104,0
多摩市,7,148210,74531,32,2,8,16,8,17,96,43,23,53,153,353,7
稲城市,7,93421,42397,29,1,4,10,1,10,41,14,11,29,65,201,6
羽村市,7,54504,26355,15,0,3,6,7,14,79,25,12,32,61,104,2
あきる野市,7,79807,36790,31,0,7,1,7,7,42,19,13,28,44,159,5
西東京市,7,205876,101119,41,0,5,17,5,17,90,33,22,54,175,186,5
瑞穂町,7,32161,15199,13,0,2,0,4,3,27,19,4,24,46,66,1
日の出町,7,16409,7507,8,0,5,2,0,3,6,3,2,7,14,51,0
檜原村,7,2038,1127,2,0,0,0,0,0,4,1,1,0,0,13,0
奥多摩町,7,4746,2559,3,0,1,2,0,0,24,0,2,4,0,142,5
大島町,7,7150,4402,12,0,1,1,0,4,23,7,8,4,25,41,0
利島村,7,317,187,3,0,0,1,0,0,1,0,0,5,4,0,0
新島村,7,2495,1328,6,0,0,1,0,0,5,1,1,3,9,0,0
神津島村,7,1813,924,3,0,0,1,0,0,6,1,1,1,8,11,0
三宅村,7,2301,1496,3,0,1,0,0,0,5,0,5,1,8,90,0
御蔵島村,7,292,164,3,0,0,1,0,0,1,0,0,0,2,0,0
八丈町,7,7053,4201,8,0,2,0,0,0,8,0,6,1,7,27,0
青ヶ島村,7,168,117,0,0,1,0,0,0,0,0,1,0,5,0,0
小笠原村,7,2581,1514,8,0,1,0,0,0,0,0,2,0,10,1,0
横浜市,7,3753645,1851338,883,22,166,779,146,657,2733,784,531,1298,2915,4410,162
川崎市,7,1524026,778087,252,8,71,140,49,146,795,306,220,559,682,1503,58
相模原市,7,719118,351662,200,9,49,113,7,102,444,162,95,321,389,730,19
横須賀市,7,388197,192089,103,2,16,23,13,37,166,57,37,96,217,496,21
平塚市,7,256005,121402,78,3,14,13,1,13,95,36,32,93,129,593,1
鎌倉市,7,176460,84823,78,3,18,27,9,23,245,41,22,59,292,355,17
藤沢市,7,445177,210372,88,1,19,36,7,26,223,74,55,165,240,737,24
小田原市,7,187880,90317,72,2,20,2,1,5,69,21,12,72,239,300,23
茅ヶ崎市,7,246394,112592,42,1,9,6,1,13,41,22,16,47,69,298,4
逗子市,7,58959,27887,19,0,3,34,1,13,93,13,8,18,28,68,4
三浦市,7,41297,20030,15,0,2,2,0,2,69,7,8,19,24,88,2
秦野市,7,159646,75389,34,1,10,14,5,15,62,15,18,37,166,384,4
厚木市,7,223836,108827,68,8,21,75,6,65,246,117,40,178,341,565,2
大和市,7,244421,119807,52,1,13,107,2,110,289,116,35,120,259,447,13
伊勢原市,7,99910,47333,34,0,4,14,3,9,62,20,19,41,150,261,4
海老名市,7,138969,64010,37,1,7,29,16,29,130,55,25,60,386,267,8
座間市,7,131527,63907,25,0,8,17,1,14,79,27,17,40,119,182,3
南足柄市,7,41057,18303,13,0,2,0,0,0,4,0,4,14,2,19,6
綾瀬市,7,84376,38733,23,4,4,11,1,12,60,31,12,41,96,290,0
葉山町,7,32623,14681,7,0,1,1,1,4,12,2,3,9,15,59,0
寒川町,7,49063,22350,10,0,2,5,0,5,48,15,7,20,41,101,3
大磯町,7,32265,14603,8,0,1,1,6,5,16,5,3,18,27,118,2
二宮町,7,27925,12855,7,0,0,0,1,0,5,1,3,11,8,81,1
中井町,7,9068,3815,3,0,0,1,0,0,3,2,1,5,6,47,0
大井町,7,17363,7425,9,0,1,0,1,0,14,7,3,9,2,13,2
松田町,7,10616,4872,8,0,0,1,0,1,11,1,0,5,3,57,2
山北町,7,9577,4212,7,0,0,0,0,0,6,0,0,6,6,10,3
開成町,7,18566,7655,4,0,2,1,0,0,2,0,3,5,6,8,1
箱根町,7,10845,6718,9,0,1,0,0,1,107,2,2,37,17,253,12
真鶴町,7,6880,3435,2,0,0,0,0,0,7,0,0,2,0,2,1
湯河原町,7,23899,12902,4,0,3,0,0,0,10,1,3,3,8,8,1
愛川町,7,39601,18901,22,0,9,4,0,7,42,38,11,22,16,140,2
清川村,7,2812,1260,4,0,1,0,0,0,4,0,0,1,1,51,0
新潟市,7,773914,347609,230,20,37,54,9,48,424,78,103,208,589,226,28
長岡市,7,261287,109933,100,1,4,9,1,6,57,18,21,59,113,160,14
三条市,7,93403,36916,37,2,1,3,9,3,15,6,8,19,22,18,7
柏崎市,7,78901,34744,38,0,5,0,0,0,11,4,1,16,9,18,16
新発田市,7,94098,37281,51,3,4,2,13,9,71,7,10,18,60,46,7
小千谷市,7,33722,12899,14,0,2,3,0,2,11,4,3,10,24,10,3
加茂市,7,25052,10115,15,0,0,18,0,0,32,3,6,6,17,23,1
十日町市,7,49172,19571,23,0,2,0,2,0,16,3,2,17,43,61,10
見附市,7,39045,15225,13,0,0,1,0,1,6,4,8,14,5,66,1
村上市,7,55919,22348,36,0,4,6,0,3,57,4,6,21,12,20,11
燕市,7,77401,30701,21,0,1,2,0,0,22,3,8,11,45,10,8
糸魚川市,7,39772,17161,30,0,2,2,4,1,19,0,7,15,24,84,15
妙高市,7,30345,12375,15,0,0,1,0,0,60,1,3,7,29,12,5
五泉市,7,47274,18967,12,0,2,0,0,0,4,2,8,4,13,0,5
上越市,7,184941,77243,95,0,7,5,0,2,20,12,17,34,72,30,22
阿賀野市,7,40353,14808,18,0,1,0,1,0,8,1,7,5,10,8,3
佐渡市,7,50651,23115,40,1,2,1,0,3,55,7,14,10,78,310,0
魚沼市,7,33722,13142,18,1,2,0,0,1,6,1,4,13,10,4,10
南魚沼市,7,53962,20260,26,1,4,0,0,0,40,4,7,19,26,8,11
胎内市,7,27718,10917,12,0,2,0,0,0,12,3,4,11,7,1,2
聖籠町,7,14129,5007,5,2,0,0,0,0,2,1,0,4,3,3,0
弥彦村,7,7694,2781,2,0,0,0,0,0,0,0,0,1,3,1,2
田上町,7,11023,4241,6,1,0,4,0,5,9,0,2,5,12,9,3
阿賀町,7,9779,4352,8,0,1,0,0,1,5,0,2,9,6,4,7
出雲崎町,7,4119,1681,3,0,0,0,0,0,0,0,0,0,1,0,2
湯沢町,7,7971,4030,5,0,1,0,1,0,29,6,1,6,8,12,5
津南町,7,8865,3453,5,0,2,0,0,0,11,0,2,4,11,4,4
刈羽村,7,4351,1595,3,0,0,0,0,0,0,0,0,1,0,0,2
関川村,7,4996,1848,2,0,0,0,0,0,5,0,0,4,21,0,4
粟島浦村,7,329,169,1,0,0,0,1,0,4,0,0,0,5,6,0
富山市,7,409075,184036,167,3,40,15,8,14,257,55,39,118,189,96,51
高岡市,7,165714,69778,82,0,16,1,1,5,48,9,20,43,55,152,16
魚津市,7,39919,16984,26,0,8,0,0,1,11,0,3,11,60,4,5
氷見市,7,44076,17475,28,0,5,1,1,2,11,1,7,8,14,3,2
滑川市,7,32878,12817,14,0,2,0,0,0,3,0,4,6,19,8,10
黒部市,7,40072,15792,32,0,4,1,3,1,29,3,3,12,58,19,32
砺波市,7,47347,17504,20,0,6,3,0,0,20,10,5,15,30,3,3
小矢部市,7,28602,10599,13,0,8,1,0,0,5,0,5,6,18,2,1
南砺市,7,47778,17537,28,0,7,0,0,0,23,3,4,18,13,15,6
射水市,7,91450,36624,32,3,7,3,0,2,33,7,7,31,80,15,8
舟橋村,7,3271,1174,6,0,0,1,0,1,1,0,0,2,3,2,1
上市町,7,19228,7709,14,0,1,0,0,1,2,0,1,1,4,4,4
立山町,7,24920,9549,18,0,1,0,1,0,11,1,4,5,11,33,22
入善町,7,23136,8871,14,0,3,0,2,4,44,1,3,9,29,4,2
金沢市,7,447181,212185,171,6,62,13,3,11,296,35,61,147,1037,544,13
七尾市,7,49259,21902,36,0,10,3,0,2,36,3,8,29,24,31,7
小松市,7,106405,45045,54,1,15,2,6,5,107,16,15,29,34,18,3
輪島市,7,24021,11693,27,0,1,2,0,3,34,2,1,5,12,26,0
珠洲市,7,12948,5902,14,0,1,1,0,2,23,1,4,3,9,63,0
加賀市,7,63486,28940,34,0,7,0,0,0,30,2,6,9,30,9,3
羽咋市,7,20166,8484,11,0,3,3,0,2,19,4,3,12,16,5,3
かほく市,7,35931,14081,16,0,5,1,1,1,18,1,3,8,21,9,3
白山市,7,112916,45778,54,1,10,6,8,3,78,10,20,44,190,27,12
能美市,7,49708,19731,14,0,2,14,1,7,47,0,7,21,51,163,1
野々市市,7,54130,25219,16,26,8,0,1,2,51,9,12,38,54,2,4
川北町,7,6157,2019,6,0,0,0,1,1,2,0,1,2,41,0,0
津幡町,7,37508,14757,15,0,2,0,0,1,2,2,5,6,21,5,5
内灘町,7,26154,11215,13,0,2,1,0,2,5,1,2,7,36,8,1
志賀町,7,18747,7939,14,0,3,1,0,0,4,0,1,0,4,3,0
宝達志水町,7,12257,4909,10,0,1,0,0,0,3,2,1,2,5,5,3
中能登町,7,17119,6623,19,0,0,0,0,0,5,1,0,3,9,7,4
穴水町,7,7574,3635,7,0,2,1,1,0,24,1,3,3,5,17,2
能登町,7,15636,7293,14,0,2,0,0,0,12,0,2,3,5,64,2
福井市,7,257941,106821,126,5,46,63,6,16,270,39,43,94,264,35,47
敦賀市,7,63662,29173,30,1,7,1,0,0,27,2,1,15,148,9,4
小浜市,7,28317,12154,20,3,2,5,3,3,35,3,6,15,37,25,5
大野市,7,30969,11550,23,0,4,1,0,0,6,0,2,7,9,8,10
勝山市,7,21821,7906,17,0,4,0,0,0,7,0,1,7,5,5,4
鯖江市,7,68863,25438,20,2,13,12,0,6,84,14,14,19,18,112,8
あわら市,7,26900,10282,16,0,2,12,1,7,34,10,7,16,16,15,6
越前市,7,80726,31297,31,1,12,4,1,1,23,3,23,7,54,20,6
坂井市,7,89369,32848,37,2,8,17,0,10,76,18,12,30,37,33,11
永平寺町,7,18037,6559,10,0,1,10,0,0,26,0,3,9,4,38,11
南越前町,7,9825,3362,7,0,0,0,0,0,0,0,2,0,1,0,4
越前町,7,20394,7306,14,0,2,0,0,0,0,0,1,1,8,0,0
高浜町,7,9848,4269,9,0,1,0,0,0,2,0,1,6,6,3,4
おおい町,7,7906,3246,6,0,0,0,0,1,2,0,3,2,6,3,1
若狭町,7,13870,4953,13,0,2,0,0,0,11,0,1,5,15,34,7
甲府市,7,186393,93907,111,2,18,2,1,3,96,50,19,118,75,57,8
富士吉田市,7,47298,20379,16,0,1,4,1,1,54,19,5,17,7,40,5
都留市,7,29168,13365,19,0,3,0,0,1,9,10,4,24,6,17,8
山梨市,7,33511,14812,23,0,4,2,0,0,20,4,8,18,12,9,2
大月市,7,22204,10229,25,1,1,0,0,0,11,2,1,20,4,79,8
韮崎市,7,28356,12784,17,0,6,5,0,0,20,8,6,19,5,31,3
南アルプス市,7,71631,29449,52,0,6,0,0,0,4,7,8,34,41,5,0
北杜市,7,45984,21950,28,1,2,1,1,1,85,16,8,26,11,30,6
甲斐市,7,76598,34556,36,1,4,0,1,4,21,20,10,38,29,14,2
笛吹市,7,67641,30231,29,0,8,0,0,0,32,16,8,44,8,21,2
上野原市,7,22019,10070,24,0,2,2,0,1,9,20,7,16,6,55,2
